Stock Symbol,Buy,Overweight,Hold,Underweight,Sell
EQB,6,2,0,0,0
EQB.PRC,6,2,0,0,0
EQX,4,0,4,0,2
EQTY,1,0,0,0,0
ERD,1,0,0,0,0
ERO,4,2,6,0,0
ESE,1,0,0,0,0
ERC,0,0,0,0,0
ESGW,0,0,0,0,0
ESK,1,0,0,0,0
ESAU,0,0,0,0,0
ESN,0,0,1,0,0
REE,0,0,0,0,0
ESX,0,0,0,0,0
EPRX.WT,2,0,0,0,0
ETR,0,0,0,0,0
EPRX,2,0,0,0,0
EPRX.WTA,2,0,0,0,0
EMN,1,0,0,0,0
ESM,1,0,0,0,0
EOX,0,0,1,0,0
ERE.UT,6,2,4,0,0
EVNI,1,0,0,0,0
EVER,0,0,0,0,0
EVGN,3,0,1,0,0
ET,2,1,0,0,0
ELL,0,0,0,0,0
OKAI,0,0,0,0,0
EXN,0,1,0,0,0
MIN,0,0,1,0,0
EIF,10,1,0,0,0
XTC,0,1,0,0,0
XBLK.X,0,0,0,0,0
EXG,0,0,0,0,0
NFLD,0,0,0,0,0
EXRO,2,0,0,0,0
EXRO.WT,2,0,0,0,0
EXE,0,0,4,0,0
FUU,0,0,0,0,0
FBF,0,0,0,0,0
FABL,0,0,0,0,0
FFH,5,1,1,1,0
FFH.PRD,5,1,1,1,0
FFH.PRJ,5,1,1,1,0
FFH.PRK,5,1,1,1,0
FFH.PRM,5,1,1,1,0
FFH.PRF,5,1,1,1,0
FFH.PRH,5,1,1,1,0
FFH.PRI,5,1,1,1,0
FFH.PRC,5,1,1,1,0
FFH.PRE,5,1,1,1,0
FFH.PRG,5,1,1,1,0
FPC,1,0,0,0,0
FG,0,0,0,0,0
FNC,0,0,0,0,0
FO,1,0,0,0,0
FDM,0,0,0,0,0
FANS,1,0,0,0,0
FDY,2,0,0,0,0
FNI,0,0,0,0,0
FE,0,0,0,0,1
FDGE,0,0,1,0,1
FNDX,0,0,0,0,0
FENX,1,0,0,0,0
FRX,5,1,0,0,0
FMN,0,0,0,0,0
CALI.X,0,0,1,0,0
FDI,1,0,0,0,0
FNQ,0,0,0,0,0
FYL,0,0,0,0,0
FTG,1,0,0,0,0
FFOX,1,0,0,0,0
FLM,1,0,0,0,0
FM,11,2,6,0,2
FLNT,0,0,0,0,1
FLYN,0,0,0,0,0
FLY,2,0,0,0,0
FOBI,0,0,0,0,1
FKM,0,0,0,0,0
FMS,0,0,1,0,0
FOM,6,0,1,0,0
FAR,1,0,0,0,0
FAT,0,0,0,0,0
FSY,1,0,0,0,0
FTJ,0,0,0,0,0
CUAU,0,0,0,0,0
FTS,2,1,10,2,2
FTS.PRH,2,1,10,2,2
FTS.PRF,2,1,10,2,2
FTS.PRM,2,1,10,2,2
FTS.PRK,2,1,10,2,2
FTS.PRG,2,1,10,2,2
FTS.PRI,2,1,10,2,2
FTS.PRJ,2,1,10,2,2
FVI,2,0,3,0,0
FOR,0,0,0,0,0
FMC,0,0,0,0,0
FWTC,0,0,0,0,0
FSX,0,0,0,0,0
FORZ,0,0,1,0,0
FNAU,0,0,0,0,0
FA,0,0,0,0,0
FOX,1,0,0,0,0
FP,0,0,1,0,0
FNV,5,1,4,0,1
FPX,0,1,0,0,0
FRED,0,0,0,0,0
FRU,11,2,3,0,0
FVL,1,0,0,0,0
FMAN,1,0,0,0,0
HUGE,1,0,0,0,0
FTI,0,0,0,0,0
FRI,0,0,0,0,0
FCLI,1,0,0,0,0
NHHH,1,0,0,0,0
FMM,0,0,0,0,0
FURY,3,0,0,0,0
GMIN,7,0,0,0,0
FUSE,0,0,0,0,0
GTWO,3,0,0,0,0
GTOO,0,0,0,0,0
GETT,0,0,0,0,0
GGG,0,0,0,0,0
GBU,0,0,1,0,0
GABY,1,0,0,0,0
GAU,2,0,2,0,0
GAL,1,0,0,0,0
GLXY,4,0,0,0,0
GLL,0,0,0,0,0
GGO,1,0,0,0,0
GRI,0,0,0,0,0
GWM,1,0,0,0,0
GAMA,0,0,0,0,0
GH,1,0,0,0,0
GMNG,0,0,0,0,0
GAME,1,0,0,0,0
GAND,0,0,0,0,0
GET,0,0,0,0,0
GSI,0,0,0,0,0
GGI,1,0,0,0,0
GATO,0,0,3,0,0
GDI,3,1,2,0,0
GBLT,0,0,0,0,0
GXE,1,0,3,0,0
GMR,0,0,0,0,0
GKO,0,0,0,0,0
GLAB,0,0,0,0,0
GCA.X,0,0,0,0,0
GA,0,0,0,0,0
GGLD,0,0,0,0,0
GENM,2,0,0,0,0
AICO,0,0,0,0,0
GGC,0,0,0,0,0
GDC,1,0,0,0,0
GENI,0,0,0,0,0
GENX,0,0,0,0,0
GEO,3,1,0,0,0
GSP,1,0,0,0,0
WN,4,0,4,0,0
GMA,1,0,0,0,0
WN.PRE,4,0,4,0,0
WN.PRC,4,0,4,0,0
WN.PRA,4,0,4,0,0
WN.PRD,4,0,4,0,0
GTCH,1,0,0,0,0
GTC,0,0,0,0,0
GFG,1,0,0,0,0
GGL,0,0,0,0,0
GFL,11,1,0,0,1
GGX,0,0,0,0,0
GEI,5,0,7,0,2
GIL,9,1,1,0,0
GIGA,1,0,0,0,0
GIT,0,0,0,0,0
GIVX,1,0,0,0,0
EMM,1,1,0,0,0
GVC,0,0,1,0,0
NIKL,0,0,0,0,0
GLAD,0,0,0,0,0
GLG,0,0,1,0,0
GER,0,0,0,0,0
GLO,2,1,0,0,0
GDV.PRA,0,0,0,0,0
GBML,0,0,0,0,0
APP,0,0,0,0,0
GEC,1,0,0,0,0
GEMC,1,0,0,0,0
PEAS,0,0,0,0,0
GHG,0,0,0,0,0
HECO,0,0,0,0,0
MJRX,0,0,0,0,0
LION,0,0,0,0,0
GWS,0,0,0,0,0
UAV,0,0,0,0,0
BLOK,0,0,0,0,0
GLOW,0,0,0,0,0
GMX,0,0,0,0,0
GMV,1,0,0,0,0
GOAT,0,0,0,0,0
GOCO,0,0,0,0,0
GSY,7,2,1,0,0
GG,1,0,0,0,0
GGD,5,0,0,0,0
GXX,0,0,0,0,0
GBRC,0,0,0,1,0
GLDL,0,0,0,0,0
GL,0,0,0,0,0
GMTN,0,0,0,0,0
GPO,0,0,0,0,0
GRC,1,0,0,0,0
GRZ,0,0,1,0,0
YGT,1,0,0,0,0
AUU,0,0,0,0,0
GRG,1,0,0,0,0
GCN,0,0,0,0,0
GCC,0,0,0,0,0
IGLD,0,0,0,0,0
GNG,0,0,0,0,0
GLM,0,0,0,0,0
GDP,0,0,0,0,0
AUMN,3,0,0,0,0
GLDN,0,0,0,0,0
AUEN,0,0,0,0,0
GLDS,0,0,0,0,0
GOG,0,0,0,0,0
GDX,0,0,0,0,0
GOFL,0,0,0,0,0
GGA,1,0,0,0,0
GOLD,4,0,0,0,0
GOH,0,0,0,0,0
XAU,1,0,0,0,0
GLD,0,0,0,0,0
FUTR,0,0,0,0,0
GQC,0,0,0,0,1
GOR,1,0,0,0,0
GSK,0,0,0,0,0
GSHR,1,0,0,0,0
GXS,1,0,0,0,0
GDM,0,0,0,0,0
GSTM,0,0,0,0,0
GFCO,0,0,0,0,0
GOOD,0,0,0,0,0
GOT,0,0,0,0,0
GDNP,2,0,1,0,0
MUSH,0,0,0,0,0
FOOD,0,0,3,0,0
GDNS,0,0,1,0,0
GR,0,0,0,0,0
GQ,0,0,0,0,0
GWO.PRI,1,0,9,1,0
GWO,1,0,9,1,0
GWO.PRY,1,0,9,1,0
GWO.PRQ,1,0,9,1,0
GWO.PRR,1,0,9,1,0
GWO.PRT,1,0,9,1,0
GWO.PRG,1,0,9,1,0
GWO.PRP,1,0,9,1,0
GWO.PRS,1,0,9,1,0
GWO.PRL,1,0,9,1,0
GWO.PRM,1,0,9,1,0
GWO.PRN,1,0,9,1,0
GWO.PRH,1,0,9,1,0
GEM,1,0,0,0,0
GIP,3,1,0,0,0
GRF,0,0,0,0,0
GCOM,0,0,1,0,0
CCR,0,0,0,0,0
GTII,16,1,1,0,0
GRB,0,0,0,0,0
GBC,0,0,0,0,0
VGN,0,0,0,0,0
GFP,0,0,1,0,0
GRHK,0,0,1,0,0
GRN,1,0,8,0,0
GPV,5,0,0,0,0
GWAY,0,0,0,0,0
XCX,1,0,0,0,0
CELL,0,0,0,0,0
GRDM,1,0,0,0,0
GZD,0,0,0,0,0
GVR,0,0,0,0,0
SHOE,0,0,0,0,0
GRD,1,0,0,0,0
ZNG,0,0,0,0,0
GSPR,0,0,0,0,0
GRIN,1,0,0,0,0
GSVR,4,0,0,0,0
GCG,3,0,0,0,0
GCG.A,3,0,0,0,0
GUF,0,0,0,0,0
GUMY,0,0,0,0,0
GUG,0,0,0,0,0
GUN,1,0,0,0,0
GURU,1,0,2,0,0
HR.UT,2,0,3,0,0
HEO,6,1,0,0,0
HAI,1,0,1,0,0
HMT,0,0,0,0,0
HTL,6,1,0,0,0
HHRS,0,0,0,0,0
HPS.A,3,0,0,0,0
HFC,0,0,0,0,0
HMM.A,0,0,0,0,0
HANK,0,0,0,0,0
HCC,0,0,0,0,0
HAN,1,0,0,0,0
HANS,0,0,0,0,0
HAPB,0,0,0,0,0
HBFG,0,0,0,0,0
HPY,0,0,0,0,0
HAR,0,0,0,0,0
HARY,0,0,0,0,0
REZN,0,0,0,0,0
HVG,1,0,0,0,0
HAVN,0,0,0,0,0
HAWK,0,0,0,0,0
HWX,7,1,1,0,0
HWG,0,0,0,0,0
HSTR,1,0,0,0,0
HX,0,0,0,0,0
HEVI,1,0,0,0,0
HME,2,0,0,0,0
HBP,1,0,0,0,0
HMLO,0,0,0,0,0
HEM,1,0,0,0,0
HMPG,0,0,0,0,0
BIG,0,0,0,0,0
HERB,0,0,0,0,0
CANN,1,0,0,0,0
HRX,4,1,1,0,0
HEXO,0,0,4,0,0
HWO,0,0,1,0,0
HLF,0,1,1,0,0
HBK,0,0,0,0,0
HCM.H,1,0,0,0,0
HIGH,1,1,0,0,0
HI,0,1,0,0,0
HSLV,0,0,0,0,0
HWY,0,0,0,0,0
HAM,0,1,0,0,0
HILL,0,0,0,0,0
HEAT,1,0,0,0,0
ESPN,0,0,0,0,0
HIVE.WT,3,0,0,0,0
HIVE,3,0,0,0,0
HCG,0,0,3,1,1
HLS,4,0,1,0,0
HMR,0,0,0,0,0
TUF,0,0,0,0,0
HPL.H,0,0,0,0,0
HCH,1,1,0,0,0
HZM,3,1,0,0,0
HCH.WT,1,1,0,0,0
HS,1,0,0,0,0
HPQ,0,0,0,0,0
HBM,10,2,3,0,0
HMBL,0,0,0,0,0
HUD,0,0,1,0,0
HOC,0,0,0,0,0
HUT,1,0,2,0,0
HMAN,0,0,0,0,0
NURS,0,0,0,0,0
HUT.WTA,1,0,2,0,0
H,3,0,9,1,0
HG,0,0,0,0,0
ITE,2,0,0,0,0
IAG,8,1,0,0,0
IMG,3,1,6,0,2
IAU,7,1,0,0,0
IAN,0,0,0,0,1
IBT,0,0,0,0,0
IB,0,0,1,0,0
ICM,0,0,0,0,0
ITKO,1,0,0,0,0
ID,0,0,0,0,0
IFA,0,0,0,0,0
IGN,0,0,0,0,0
IGM,4,0,4,0,1
IMCC,1,0,1,0,0
IFX,1,0,0,0,0
IME,0,0,0,0,0
ILI,0,0,0,0,0
IMR,0,0,0,0,0
IP,0,0,0,0,0
IEI,0,0,0,0,0
IPT,1,0,0,0,0
IGP,0,0,0,0,0
IPG,0,0,0,0,0
III,1,0,0,0,0
IMO,6,0,11,0,1
INCA,1,0,0,0,0
IBH,0,0,0,0,0
IGO,0,1,0,0,0
IDG,0,1,0,0,0
IXI,0,0,0,0,0
NDVA,0,0,1,0,0
IAF.PRB,8,1,0,0,0
INEO,1,0,0,0,0
INFD,0,0,0,0,0
IAI,1,0,0,0,0
INFI,0,0,0,0,0
GEMS,1,0,0,0,0
AUCU,0,0,0,0,0
INE,6,2,3,0,1
ISV,1,1,3,0,0
INE.PRC,6,2,3,0,1
INE.PRA,6,2,3,0,1
INNO,0,0,0,0,0
IOT,0,0,0,0,0
MINE,0,0,0,0,0
IPO,6,0,0,0,0
INO.UT,1,0,2,0,0
INSP,0,0,0,0,0
ISGI,0,0,0,0,0
IFC,8,3,2,1,0
IFC.PRE,8,3,2,1,0
IFC.PRF,8,3,2,1,0
IFC.PRK,8,3,2,1,0
IFC.PRI,8,3,2,1,0
IFC.PRG,8,3,2,1,0
IFC.PRA,8,3,2,1,0
IFC.PRC,8,3,2,1,0
ITR,4,2,0,0,0
IGX,1,0,0,0,0
IFP,6,0,0,0,0
IMP,1,0,0,0,0
IBAT,0,0,0,0,0
ICON,1,0,0,0,0
ILC,0,0,0,0,0
IMM,0,0,0,0,0
IZZ,0,0,0,0,0
IPCO,9,0,2,0,0
ITH,1,0,0,0,0
IZ,0,0,0,0,0
IMCX,0,0,0,0,0
IIP.UT,9,0,2,0,1
IRO,0,0,0,0,0
INX,1,0,0,0,0
INTR,0,0,0,0,0
IVX,0,0,0,0,1
IVS,0,0,0,0,0
IVQ,1,0,1,0,0
IZN,0,0,0,0,0
ION,1,0,0,0,0
IOU,0,0,0,0,0
IRV,0,0,0,0,0
ISD,1,0,0,0,0
ISO,5,1,0,0,0
IFOS,1,0,0,0,0
IE,3,1,0,0,0
IVN,8,2,0,0,0
IZO,0,0,0,0,0
JNH,0,0,0,0,0
JJ,1,0,0,0,0
JADE,1,0,0,0,0
JPWR.H,1,0,0,0,0
JAEG.H,0,0,0,0,0
JBR,0,0,0,0,0
JWEL,7,0,2,0,0
JAG,2,0,1,0,0
JG,1,0,0,0,0
JAX,0,0,0,0,0
JEV,0,0,0,0,0
JDN,0,0,0,0,0
JRV,2,0,2,0,0
JKS,0,0,0,0,0
JCI.H,0,0,0,0,0
JSDA,0,0,1,0,0
JOR,0,0,0,0,0
JOY,2,0,1,0,0
JUGR,0,0,0,0,0
JUSH,4,0,2,0,0
JK,1,0,0,0,0
VTAL,0,0,0,0,0
JUVA,0,0,0,0,0
JZR,0,0,0,0,0
KTO,1,0,0,0,0
KNC,1,0,0,0,0
KNT,11,1,1,0,0
KRL,0,0,0,0,0
KDSX,0,0,0,0,0
KZD,1,0,0,0,0
KNE,0,0,0,0,0
KALO,0,0,0,0,0
KAPA,0,0,0,0,0
KRR,5,1,1,0,0
KRN,0,0,1,0,0
FUND,0,0,0,0,0
KYS.H,0,0,0,0,0
KDA,0,0,0,0,0
KBL,4,2,1,0,0
KLS,1,0,0,0,0
KLD,0,0,0,0,0
KEL,11,1,1,0,0
KES,1,0,0,0,0
KGC,0,0,0,0,0
KLM,0,0,0,0,0
KEY,8,0,7,0,0
KO,1,0,0,0,0
KGL.H,1,0,0,0,0
KMP.UT,9,2,3,0,0
KXS,11,0,0,0,0
KIDZ,2,0,0,0,0
KCC,1,0,0,0,0
KING,0,0,0,0,0
KFR,0,0,0,0,0
KGS,1,0,0,0,0
KNG,0,0,0,0,0
KVM,1,0,0,0,0
K,9,0,8,1,0
KTR,0,0,0,0,0
KIP,0,0,0,0,0
KITS,3,0,0,0,0
KEC,6,0,0,0,0
KLX,0,0,0,0,0
KG,1,0,0,0,0
KS,0,0,0,0,0
KMC.H,0,0,0,0,0
KSI,4,2,0,0,0
GUD,4,0,3,0,0
KDK,0,1,0,0,0
KRI,0,0,0,0,0
FIT,0,0,0,0,0
KEI,0,0,1,0,0
YUM,0,0,0,0,0
KTN,1,0,0,0,0
KORE,1,0,0,0,0
UUSA,0,0,0,0,0
KWE,1,0,0,0,0
LAB,1,0,0,0,0
LIF,1,0,5,0,0
LGO,4,0,2,0,0
VAND,0,0,0,0,0
LAS.A,0,0,1,0,0
LMS,1,0,0,0,0
LB,2,0,8,1,1
LB.PRH,2,0,8,1,1
LGC,0,0,0,0,0
LEM,0,0,0,0,0
READ,0,0,0,0,0
LILI,0,0,0,0,0
SCAN,1,0,0,0,0
LFST,1,0,0,0,0
LIFT,1,0,0,0,0
LSD.H,0,0,0,0,0
LSPD,10,3,8,0,1
LIM,1,0,0,0,0
LNR,4,1,0,0,0
LMG,0,0,0,0,0
LX.H,0,0,0,0,0
LEO,0,0,1,0,0
LEV,7,0,5,0,1
LEV.WT,7,0,5,0,1
LEV.WTA,7,0,5,0,1
LIO,2,0,0,0,0
LBI,0,0,0,0,0
LIO.WT,2,0,0,0,0
ROAR,0,0,0,0,0
LEXI,0,0,0,0,0
LITH,1,0,0,0,0
LAC,12,1,0,0,0
LTH,2,0,0,0,0
LONE,0,0,0,0,0
LIS,0,0,0,0,0
LBNK,1,0,0,0,0
L,5,0,3,2,0
LIVE,0,0,0,0,0
LOBE,1,0,0,0,0
L.PRB,5,0,3,2,0
LSTR,1,0,0,0,0
LGT.B,0,0,1,0,0
LGT.A,0,0,1,0,0
LMR,1,0,0,0,0
LN,1,0,0,0,0
LPEN,0,0,3,0,0
LRDS,0,0,0,0,0
LPC,0,0,0,0,0
LA,2,0,0,0,0
J,0,0,0,0,0
JOLT,0,0,0,0,0
LOWL,1,0,1,0,0
LRC.H,0,0,1,0,0
LQWD,0,0,0,0,0
LSL,0,0,0,0,0
LUCA,1,0,0,0,0
LUC,0,0,1,0,0
LOU,6,2,3,0,0
LKY,0,0,0,0,0
LMN,0,0,0,0,0
LUM,2,1,0,0,0
LR,2,0,0,0,0
LUG,8,0,2,0,0
LPK,1,0,0,0,0
LUN,7,1,13,0,0
LXR,0,0,1,0,0
LUXX,1,0,0,0,0
LCX,2,0,0,0,0
XMF.PRB,0,0,0,0,0
XMF.PRC,0,0,0,0,0
BMK,0,0,0,0,0
MMS,1,0,0,0,0
MKZ.UT,0,0,0,0,0
GREN,0,0,0,0,0
MPC.C,0,0,0,0,0
MPC,0,0,0,0,0
MDM,1,0,0,0,0
MAL,2,0,0,0,0
MAG,7,2,1,0,0
MTU,0,0,0,0,0
MANN,0,0,0,0,0
MNTR,0,0,0,0,0
MFC.PRF,2,4,9,1,1
MFC.PRC,2,4,9,1,1
MFC,2,4,9,1,1
MFC.PRB,2,4,9,1,1
MFC.PRQ,2,4,9,1,1
MFC.PRK,2,4,9,1,1
MFC.PRM,2,4,9,1,1
MFC.PRP,2,4,9,1,1
MFC.PRI,2,4,9,1,1
MFC.PRL,2,4,9,1,1
MFC.PRJ,2,4,9,1,1
MFC.PRN,2,4,9,1,1
MBI.H,0,0,0,0,0
MFI,5,0,1,0,0
MGM,1,0,0,0,0
MOZ,6,0,2,0,0
MGW,0,0,0,0,0
MRBL,1,0,0,0,0
MARI,3,1,0,0,0
MRMD,1,0,0,0,0
DIA,0,0,0,0,0
MAH,0,0,0,0,0
MAE,1,0,0,0,0
MTLO,0,0,1,0,0
MRVL,0,0,0,0,0
MRE,5,2,1,0,0
MARV,0,0,0,0,0
MAV,0,0,1,0,0
LLG,1,0,0,0,0
MJ,0,0,0,0,0
MAW,1,0,0,0,0
MCLD,1,0,1,0,0
MCL,0,0,0,0,0
MDA,2,0,3,0,0
MCX,0,0,0,0,0
MDF,1,0,4,0,0
MDL,0,0,0,0,0
MEDA,0,0,0,0,0
DR,0,0,3,0,0
MVP,2,1,0,0,0
MDP,4,1,2,0,0
MPH,0,0,1,0,0
MDNA,2,0,0,0,0
LABS,0,0,2,0,0
MMEN,0,0,1,0,0
MIR,0,0,0,0,1
MNOW,0,0,0,0,0
MDX,1,0,0,0,0
MEG,7,0,6,0,0
MGA,0,0,1,0,0
MEGA,0,0,0,0,0
MRD,0,0,1,0,0
MR.UT,0,0,2,0,0
MKR,1,0,0,0,0
OEE,1,0,0,0,0
MENE,0,0,0,0,0
MNO,2,1,0,0,0
MYR,0,0,0,0,0
MERG,0,0,0,0,0
MTX,0,0,0,0,0
MTA,3,0,1,0,0
MMG,0,0,0,0,0
MM,0,0,0,0,0
MTS,0,0,0,0,0
MET,0,0,0,0,0
MQM,1,0,0,0,0
MEK,0,0,0,0,0
MMAX,0,1,0,0,0
MWRK,0,0,0,0,0
MX,5,1,5,0,1
MRU,1,0,7,2,0
MEX,1,0,0,0,0
MBX,1,0,0,0,0
MD,1,0,0,0,0
MRM,0,0,0,0,0
MMA,0,0,0,0,0
MLP,1,0,0,0,0
MSC,0,0,0,0,0
MIM,0,0,0,0,0
MSP,0,0,0,0,0
MGG,0,0,0,0,0
MMM,1,0,0,0,0
MSV,0,0,0,0,1
MSET,2,0,0,0,0
MAI,2,1,0,0,0
MHUB,1,0,0,0,0
MIRL,0,0,0,0,0
MMV,0,0,0,0,0
MSA,1,0,1,0,0
MVAI,0,0,0,0,0
MNLX,0,0,0,0,0
MINK,0,0,0,0,0
MCI,0,0,0,0,0
MSR,0,0,0,0,0
MI.UT,8,2,2,0,0
MRZ,1,0,0,0,0
MRS,1,0,0,0,0
MIS,1,0,0,0,0
MKA,1,0,0,0,0
MOS,0,0,0,0,0
MBLM,0,0,0,0,0
MEAT,0,0,0,0,0
MOJO,0,0,0,0,0
MOGO,2,1,0,0,0
MLCL,0,0,0,0,0
TPX.B,0,0,0,0,0
MOLT,0,0,0,0,0
MMN,1,0,0,0,0
GBAR,0,0,1,0,0
ME,5,0,0,0,0
YAK,1,0,0,0,0
MAU,2,1,0,0,0
MON,0,0,0,0,0
MONT,0,0,0,0,0
MNRL,0,0,0,0,0
MVY,1,0,0,0,0
MRT.UT,0,0,3,0,0
MOX,1,0,0,0,0
MONT,0,0,0,0,0
MMY,1,0,0,0,0
MNRL,0,0,0,0,0
MVY,1,0,0,0,0
MRC,0,0,1,0,0
MRG.UT,4,0,0,0,0
MRT.UT,0,0,3,0,0
MOX,1,0,0,0,0
MPVD,1,0,0,0,0
MVMD,1,0,0,0,0
MTB,1,0,0,0,0
MPXI,0,0,0,0,0
MTY,2,0,5,0,0
MTL,3,1,5,0,0
MUN,1,0,0,0,0
MUR,0,0,0,0,0
MUSK,0,0,0,0,0
MGRO,0,0,1,0,0
MXL.H,0,0,0,0,0
MYND,0,0,0,0,0
M,0,0,0,0,0
MEAL,0,0,0,0,0
URL,0,0,0,0,0
NMI,1,0,0,0,0
CTZ,0,0,0,0,0
NSCI,1,0,0,0,0
NSHS,0,0,0,0,0
NANO,2,0,0,0,0
GRA,5,2,0,0,0
NA,5,2,6,0,1
NA.PRS,5,2,6,0,1
NA.PRW,5,2,6,0,1
NA.PRE,5,2,6,0,1
NA.PRC,5,2,6,0,1
NA.PRG,5,2,6,0,1
NSP,0,0,0,0,0
NAV,0,0,0,0,0
NDAT,0,0,0,0,0
NBM,0,0,0,0,0
NBLY,4,1,3,0,0
NEO,2,2,1,0,0
NPRA,0,0,0,0,0
NDA,1,0,0,0,0
NGEN,1,0,0,0,0
NERD,0,0,0,0,0
AIAI,0,0,0,0,0
NTE,0,0,0,0,0
NPTH,1,0,0,0,0
NU,0,0,0,0,0
NCU,0,0,1,0,0
NGE,0,0,0,0,0
NKG,1,0,0,0,0
NVLH,0,0,0,0,0
NEV,0,0,0,0,0
NZN,1,0,0,0,0
VDO.H,0,0,0,0,0
NAU,0,0,0,0,0
NAM,1,0,0,0,0
NED,0,0,0,0,0
NFG,3,0,0,0,0
ENRG,0,0,0,0,0
VFI.X,0,0,0,0,0
NGD,4,0,5,1,1
NLV,0,0,0,0,0
NUAG,3,0,0,0,0
NSE,0,0,0,0,0
NZ,1,0,0,0,0
SPOR,0,0,0,0,0
NCAU,2,1,0,0,0
NCM,0,3,10,1,0
NEWD,0,0,0,0,0
LUX,0,0,0,0,0
NGT,10,1,9,1,1
NEWO,0,0,0,0,0
NWX,0,0,0,0,0
PATH,0,0,0,0,0
NEWU,0,0,1,0,0
NEXE,1,0,0,0,0
NGY,0,0,0,0,0
NXE,9,2,0,0,0
NXLV,2,1,0,0,0
NXO,0,0,0,0,0
NTAR,2,0,0,0,0
NEXT,0,1,0,0,0
NXS,0,0,0,0,0
OILS,0,0,0,0,0
NFI,2,0,1,0,1
NXR.UT,7,0,3,0,0
GASX,2,0,0,0,0
NGEX,2,1,0,0,0
NCP,1,0,0,0,0
NKL,1,0,0,0,0
NNX,0,0,0,0,0
NIM,0,0,0,0,0
NHK,4,0,0,0,0
NHK.WT,4,0,0,0,0
NINE,0,0,0,0,0
NIO,0,0,0,0,0
NBY,0,0,0,0,0
NB,1,0,0,0,0
NOAL,0,0,0,0,0
NIR.H,0,0,0,0,0
NBLC,0,0,0,0,0
NMG.H,0,0,0,0,0
NOB,0,0,0,0,0
NOCR,0,0,0,0,0
NRM,1,0,0,0,0
VKG.H,0,0,0,0,0
NOC,0,0,0,0,0
NOM,0,0,0,0,0
NVT,0,0,0,0,0
NOA,5,1,2,0,0
FFN.PRA,0,0,0,0,0
NAR,0,1,0,0,0
NPR,0,0,0,0,0
NWC,0,0,3,0,0
NCF,1,0,0,0,0
NDM,2,0,0,0,0
NGC,1,0,0,0,0
NLR,0,0,0,0,0
NRN,0,0,0,0,0
SUP,1,0,0,0,0
NL,0,0,0,0,0
UNO.H,0,0,0,0,0
NCX,2,0,0,0,0
NPI,11,3,1,0,0
NPI.PRA,11,3,1,0,0
NPI.PRB,11,3,1,0,0
ROOF,0,0,0,0,0
NSG,0,0,0,0,0
NWST,2,1,0,0,0
NWH.UT,3,1,3,0,0
NOU,4,1,0,0,0
